username,name,email,password,gender,marriage,income_prospect,asset_level,income_level,finance_type,product_list
user_9137,User 9137,user9137@example.com,password9137,female,married,stable_increase,500m_to_1b,70m_to_100m,planner,"{""deposits"": [81], ""savings"": [122, 140, 118, 156]}"
user_9138,User 9138,user9138@example.com,password9138,female,single,decreasing,below_10m,below_30m,planner,"{""deposits"": [43], ""savings"": [103, 129, 130, 111]}"
user_9139,User 9139,user9139@example.com,password9139,female,single,unstable,500m_to_1b,30m_to_50m,saver,"{""deposits"": [90, 5], ""savings"": [135]}"
user_9140,User 9140,user9140@example.com,password9140,female,married,unstable,500m_to_1b,50m_to_70m,spender,"{""deposits"": [70, 3, 71, 34], ""savings"": [178, 168]}"
user_9141,User 9141,user9141@example.com,password9141,female,single,stable_increase,below_10m,above_300m,saver,"{""deposits"": [15], ""savings"": []}"
user_9142,User 9142,user9142@example.com,password9142,female,single,decreasing,10m_to_50m,100m_to_300m,spender,"{""deposits"": [2, 26, 9, 78], ""savings"": [191, 154]}"
user_9143,User 9143,user9143@example.com,password9143,male,single,unstable,50m_to_100m,50m_to_70m,spender,"{""deposits"": [91, 13], ""savings"": [169, 165]}"
user_9144,User 9144,user9144@example.com,password9144,male,single,stable_increase,above_1b,above_300m,spender,"{""deposits"": [49, 69], ""savings"": [147, 125, 171]}"
user_9145,User 9145,user9145@example.com,password9145,male,single,stable_increase,100m_to_500m,70m_to_100m,saver,"{""deposits"": [], ""savings"": []}"
user_9146,User 9146,user9146@example.com,password9146,male,married,stable_increase,10m_to_50m,30m_to_50m,spender,"{""deposits"": [76, 68, 32, 2], ""savings"": [121]}"
user_9147,User 9147,user9147@example.com,password9147,male,single,unstable,50m_to_100m,70m_to_100m,investor,"{""deposits"": [81, 41, 66], ""savings"": [113, 170, 175, 148]}"
user_9148,User 9148,user9148@example.com,password9148,female,single,unstable,above_1b,70m_to_100m,investor,"{""deposits"": [], ""savings"": []}"
user_9149,User 9149,user9149@example.com,password9149,female,single,stable_increase,above_1b,70m_to_100m,investor,"{""deposits"": [93, 69, 54], ""savings"": [106, 198, 154]}"
user_9150,User 9150,user9150@example.com,password9150,female,single,decreasing,500m_to_1b,above_300m,saver,"{""deposits"": [], ""savings"": [186, 109, 187, 123]}"
user_9151,User 9151,user9151@example.com,password9151,male,single,unstable,above_1b,30m_to_50m,investor,"{""deposits"": [82, 61, 51], ""savings"": [119, 102, 136]}"
user_9152,User 9152,user9152@example.com,password9152,male,single,stable_increase,below_10m,below_30m,investor,"{""deposits"": [], ""savings"": [104, 199, 195]}"
user_9153,User 9153,user9153@example.com,password9153,male,single,unstable,100m_to_500m,100m_to_300m,planner,"{""deposits"": [6, 1], ""savings"": [119]}"
user_9154,User 9154,user9154@example.com,password9154,female,married,stable_increase,100m_to_500m,above_300m,investor,"{""deposits"": [], ""savings"": [171, 121]}"
user_9155,User 9155,user9155@example.com,password9155,male,married,stable_increase,10m_to_50m,below_30m,spender,"{""deposits"": [25, 100, 3, 45], ""savings"": [121, 146, 134, 120]}"
user_9156,User 9156,user9156@example.com,password9156,female,single,unstable,500m_to_1b,50m_to_70m,saver,"{""deposits"": [48], ""savings"": [109, 179]}"
user_9157,User 9157,user9157@example.com,password9157,female,married,unstable,below_10m,50m_to_70m,spender,"{""deposits"": [91], ""savings"": [140, 154, 148]}"
user_9158,User 9158,user9158@example.com,password9158,male,single,decreasing,50m_to_100m,50m_to_70m,spender,"{""deposits"": [53], ""savings"": [130]}"
user_9159,User 9159,user9159@example.com,password9159,male,married,stable_increase,below_10m,30m_to_50m,planner,"{""deposits"": [4], ""savings"": [150, 113, 101]}"
user_9160,User 9160,user9160@example.com,password9160,male,single,unstable,above_1b,100m_to_300m,investor,"{""deposits"": [69], ""savings"": []}"
user_9161,User 9161,user9161@example.com,password9161,female,married,stable_increase,50m_to_100m,100m_to_300m,investor,"{""deposits"": [], ""savings"": [198]}"
user_9162,User 9162,user9162@example.com,password9162,female,single,decreasing,above_1b,70m_to_100m,investor,"{""deposits"": [50, 33, 24, 91], ""savings"": []}"
user_9163,User 9163,user9163@example.com,password9163,male,single,decreasing,100m_to_500m,30m_to_50m,planner,"{""deposits"": [], ""savings"": [133]}"
user_9164,User 9164,user9164@example.com,password9164,female,single,unstable,below_10m,50m_to_70m,spender,"{""deposits"": [9, 10], ""savings"": [135, 173]}"
user_9165,User 9165,user9165@example.com,password9165,male,single,unstable,50m_to_100m,below_30m,saver,"{""deposits"": [93, 99, 52], ""savings"": [182]}"
user_9166,User 9166,user9166@example.com,password9166,female,married,unstable,50m_to_100m,30m_to_50m,spender,"{""deposits"": [], ""savings"": []}"
user_9167,User 9167,user9167@example.com,password9167,female,single,unstable,500m_to_1b,below_30m,saver,"{""deposits"": [30, 64, 78, 100], ""savings"": [121, 138, 180, 145]}"
user_9168,User 9168,user9168@example.com,password9168,female,married,decreasing,500m_to_1b,below_30m,spender,"{""deposits"": [86, 65], ""savings"": [136, 105, 160, 178]}"
user_9169,User 9169,user9169@example.com,password9169,male,single,stable_increase,10m_to_50m,below_30m,spender,"{""deposits"": [75, 100], ""savings"": [104, 106, 154, 188]}"
user_9170,User 9170,user9170@example.com,password9170,male,married,unstable,100m_to_500m,30m_to_50m,investor,"{""deposits"": [92], ""savings"": [137, 183]}"
user_9171,User 9171,user9171@example.com,password9171,male,married,unstable,100m_to_500m,100m_to_300m,investor,"{""deposits"": [99, 39, 22, 37], ""savings"": []}"
user_9172,User 9172,user9172@example.com,password9172,female,married,stable_increase,500m_to_1b,30m_to_50m,investor,"{""deposits"": [10, 30, 26, 72], ""savings"": []}"
user_9173,User 9173,user9173@example.com,password9173,male,single,unstable,500m_to_1b,70m_to_100m,planner,"{""deposits"": [62, 63, 64], ""savings"": [170]}"
user_9174,User 9174,user9174@example.com,password9174,male,single,decreasing,10m_to_50m,100m_to_300m,investor,"{""deposits"": [29, 94, 48], ""savings"": [195, 170, 135, 115]}"
user_9175,User 9175,user9175@example.com,password9175,female,single,stable_increase,10m_to_50m,100m_to_300m,saver,"{""deposits"": [55, 59], ""savings"": [168, 176]}"
user_9176,User 9176,user9176@example.com,password9176,male,single,decreasing,100m_to_500m,below_30m,spender,"{""deposits"": [24, 72, 57], ""savings"": [109, 183]}"
user_9177,User 9177,user9177@example.com,password9177,male,single,stable_increase,100m_to_500m,above_300m,spender,"{""deposits"": [5, 8, 16, 57], ""savings"": [106, 141, 129, 104]}"
user_9178,User 9178,user9178@example.com,password9178,male,married,stable_increase,below_10m,70m_to_100m,planner,"{""deposits"": [], ""savings"": []}"
user_9179,User 9179,user9179@example.com,password9179,male,single,unstable,10m_to_50m,below_30m,investor,"{""deposits"": [86], ""savings"": [121, 167]}"
user_9180,User 9180,user9180@example.com,password9180,male,single,stable_increase,100m_to_500m,below_30m,spender,"{""deposits"": [16, 21, 60, 25], ""savings"": [191, 118, 139, 141]}"
user_9181,User 9181,user9181@example.com,password9181,female,married,unstable,500m_to_1b,30m_to_50m,investor,"{""deposits"": [85], ""savings"": [158]}"
user_9182,User 9182,user9182@example.com,password9182,female,married,unstable,10m_to_50m,100m_to_300m,investor,"{""deposits"": [], ""savings"": [169, 139, 152]}"
user_9183,User 9183,user9183@example.com,password9183,female,single,stable_increase,below_10m,50m_to_70m,saver,"{""deposits"": [75, 53, 99], ""savings"": [191]}"
user_9184,User 9184,user9184@example.com,password9184,female,married,stable_increase,above_1b,above_300m,planner,"{""deposits"": [], ""savings"": []}"
user_9185,User 9185,user9185@example.com,password9185,female,married,stable_increase,50m_to_100m,70m_to_100m,saver,"{""deposits"": [15, 22, 7, 44], ""savings"": [180, 178, 174]}"
user_9186,User 9186,user9186@example.com,password9186,male,married,unstable,500m_to_1b,above_300m,spender,"{""deposits"": [94], ""savings"": [170, 126, 133, 137]}"
user_9187,User 9187,user9187@example.com,password9187,female,single,stable_increase,50m_to_100m,30m_to_50m,spender,"{""deposits"": [], ""savings"": []}"
user_9188,User 9188,user9188@example.com,password9188,female,married,stable_increase,500m_to_1b,below_30m,investor,"{""deposits"": [12, 3], ""savings"": [134, 144, 194, 156]}"
user_9189,User 9189,user9189@example.com,password9189,male,married,stable_increase,50m_to_100m,70m_to_100m,spender,"{""deposits"": [23, 62, 64], ""savings"": [101, 113]}"
user_9190,User 9190,user9190@example.com,password9190,male,married,decreasing,500m_to_1b,70m_to_100m,saver,"{""deposits"": [], ""savings"": [122, 182, 176, 190]}"
user_9191,User 9191,user9191@example.com,password9191,male,married,decreasing,50m_to_100m,100m_to_300m,spender,"{""deposits"": [14, 2, 36], ""savings"": []}"
user_9192,User 9192,user9192@example.com,password9192,female,single,decreasing,50m_to_100m,50m_to_70m,saver,"{""deposits"": [24, 32, 82, 37], ""savings"": []}"
user_9193,User 9193,user9193@example.com,password9193,male,single,stable_increase,above_1b,below_30m,spender,"{""deposits"": [57], ""savings"": [127, 111]}"
user_9194,User 9194,user9194@example.com,password9194,female,married,unstable,10m_to_50m,50m_to_70m,saver,"{""deposits"": [], ""savings"": [192]}"
user_9195,User 9195,user9195@example.com,password9195,male,single,decreasing,100m_to_500m,above_300m,investor,"{""deposits"": [56, 14, 48], ""savings"": []}"
user_9196,User 9196,user9196@example.com,password9196,female,single,decreasing,10m_to_50m,below_30m,planner,"{""deposits"": [71, 93, 18], ""savings"": [161, 137, 132, 181]}"
user_9197,User 9197,user9197@example.com,password9197,male,married,unstable,above_1b,above_300m,investor,"{""deposits"": [92, 37, 86, 73], ""savings"": [124, 159]}"
user_9198,User 9198,user9198@example.com,password9198,female,single,stable_increase,below_10m,70m_to_100m,spender,"{""deposits"": [], ""savings"": [186]}"
user_9199,User 9199,user9199@example.com,password9199,male,single,decreasing,below_10m,above_300m,investor,"{""deposits"": [49, 64, 86], ""savings"": [184, 109, 153, 134]}"
user_9200,User 9200,user9200@example.com,password9200,male,married,decreasing,100m_to_500m,above_300m,spender,"{""deposits"": [94, 36, 5], ""savings"": [196, 166]}"
user_9201,User 9201,user9201@example.com,password9201,female,single,decreasing,10m_to_50m,100m_to_300m,saver,"{""deposits"": [70, 79, 33], ""savings"": []}"
user_9202,User 9202,user9202@example.com,password9202,female,married,unstable,50m_to_100m,above_300m,spender,"{""deposits"": [91, 81, 74], ""savings"": [130, 192]}"
user_9203,User 9203,user9203@example.com,password9203,female,single,decreasing,10m_to_50m,above_300m,saver,"{""deposits"": [], ""savings"": [198]}"
user_9204,User 9204,user9204@example.com,password9204,male,married,unstable,100m_to_500m,50m_to_70m,spender,"{""deposits"": [93], ""savings"": [106]}"
user_9205,User 9205,user9205@example.com,password9205,male,married,decreasing,above_1b,70m_to_100m,investor,"{""deposits"": [6], ""savings"": [105, 199, 112]}"
user_9206,User 9206,user9206@example.com,password9206,male,single,decreasing,500m_to_1b,below_30m,investor,"{""deposits"": [20, 5], ""savings"": [152, 177, 166]}"
user_9207,User 9207,user9207@example.com,password9207,male,married,unstable,500m_to_1b,70m_to_100m,saver,"{""deposits"": [42], ""savings"": [187, 164]}"
user_9208,User 9208,user9208@example.com,password9208,female,married,decreasing,above_1b,70m_to_100m,saver,"{""deposits"": [], ""savings"": [188, 163, 137, 198]}"
user_9209,User 9209,user9209@example.com,password9209,male,single,decreasing,100m_to_500m,70m_to_100m,planner,"{""deposits"": [63], ""savings"": [187, 117, 157, 185]}"
user_9210,User 9210,user9210@example.com,password9210,male,single,unstable,below_10m,above_300m,saver,"{""deposits"": [8, 22, 86], ""savings"": [147, 120, 177]}"
user_9211,User 9211,user9211@example.com,password9211,male,single,stable_increase,100m_to_500m,below_30m,spender,"{""deposits"": [96], ""savings"": [133, 152, 160]}"
user_9212,User 9212,user9212@example.com,password9212,female,married,decreasing,10m_to_50m,100m_to_300m,spender,"{""deposits"": [51, 88, 86, 49], ""savings"": [106, 107, 134, 189]}"
user_9213,User 9213,user9213@example.com,password9213,male,married,decreasing,100m_to_500m,50m_to_70m,saver,"{""deposits"": [71], ""savings"": [135, 115, 102]}"
user_9214,User 9214,user9214@example.com,password9214,male,single,unstable,50m_to_100m,50m_to_70m,spender,"{""deposits"": [48, 83, 59], ""savings"": [121]}"
user_9215,User 9215,user9215@example.com,password9215,male,married,decreasing,below_10m,50m_to_70m,planner,"{""deposits"": [82, 37, 77], ""savings"": [123]}"
user_9216,User 9216,user9216@example.com,password9216,male,married,unstable,above_1b,30m_to_50m,planner,"{""deposits"": [18], ""savings"": []}"
user_9217,User 9217,user9217@example.com,password9217,male,married,stable_increase,above_1b,100m_to_300m,investor,"{""deposits"": [91, 80, 24, 58], ""savings"": [121]}"
user_9218,User 9218,user9218@example.com,password9218,female,single,unstable,50m_to_100m,above_300m,investor,"{""deposits"": [77, 12, 73], ""savings"": [133]}"
user_9219,User 9219,user9219@example.com,password9219,female,married,decreasing,above_1b,50m_to_70m,investor,"{""deposits"": [70, 51, 13, 16], ""savings"": [172, 188, 163]}"
user_9220,User 9220,user9220@example.com,password9220,male,single,decreasing,500m_to_1b,30m_to_50m,saver,"{""deposits"": [], ""savings"": [110, 108, 125, 149]}"
user_9221,User 9221,user9221@example.com,password9221,male,married,decreasing,10m_to_50m,below_30m,spender,"{""deposits"": [46, 28, 63, 99], ""savings"": [121, 167, 183, 155]}"
user_9222,User 9222,user9222@example.com,password9222,female,married,unstable,below_10m,above_300m,investor,"{""deposits"": [99, 28, 47, 32], ""savings"": [160]}"
user_9223,User 9223,user9223@example.com,password9223,female,single,decreasing,100m_to_500m,50m_to_70m,investor,"{""deposits"": [], ""savings"": []}"
user_9224,User 9224,user9224@example.com,password9224,female,single,decreasing,below_10m,below_30m,saver,"{""deposits"": [86, 57, 84], ""savings"": []}"
user_9225,User 9225,user9225@example.com,password9225,female,married,stable_increase,10m_to_50m,above_300m,saver,"{""deposits"": [84, 61, 25, 64], ""savings"": [102, 161, 112]}"
user_9226,User 9226,user9226@example.com,password9226,female,married,decreasing,above_1b,70m_to_100m,spender,"{""deposits"": [18], ""savings"": []}"
user_9227,User 9227,user9227@example.com,password9227,male,single,stable_increase,above_1b,70m_to_100m,investor,"{""deposits"": [80, 66, 27, 23], ""savings"": []}"
user_9228,User 9228,user9228@example.com,password9228,female,married,stable_increase,10m_to_50m,above_300m,planner,"{""deposits"": [], ""savings"": [147, 128, 132]}"
user_9229,User 9229,user9229@example.com,password9229,female,married,stable_increase,above_1b,50m_to_70m,spender,"{""deposits"": [83, 14, 60, 75], ""savings"": [172]}"
user_9230,User 9230,user9230@example.com,password9230,male,married,stable_increase,below_10m,70m_to_100m,planner,"{""deposits"": [43], ""savings"": [143]}"
user_9231,User 9231,user9231@example.com,password9231,male,married,unstable,below_10m,below_30m,saver,"{""deposits"": [59, 37, 7, 54], ""savings"": [170, 129]}"
user_9232,User 9232,user9232@example.com,password9232,female,married,decreasing,10m_to_50m,above_300m,investor,"{""deposits"": [2, 39, 50, 78], ""savings"": [127, 138, 195, 183]}"
user_9233,User 9233,user9233@example.com,password9233,female,single,stable_increase,10m_to_50m,50m_to_70m,investor,"{""deposits"": [], ""savings"": [113, 173]}"
user_9234,User 9234,user9234@example.com,password9234,female,married,decreasing,above_1b,100m_to_300m,spender,"{""deposits"": [20, 49], ""savings"": []}"
user_9235,User 9235,user9235@example.com,password9235,male,married,unstable,50m_to_100m,70m_to_100m,planner,"{""deposits"": [91, 76], ""savings"": [125, 108, 160]}"
user_9236,User 9236,user9236@example.com,password9236,female,married,stable_increase,500m_to_1b,30m_to_50m,saver,"{""deposits"": [34, 23, 53], ""savings"": []}"
user_9237,User 9237,user9237@example.com,password9237,female,single,unstable,50m_to_100m,30m_to_50m,planner,"{""deposits"": [21], ""savings"": []}"
user_9238,User 9238,user9238@example.com,password9238,female,married,unstable,100m_to_500m,50m_to_70m,spender,"{""deposits"": [42, 5, 7], ""savings"": [131, 191, 174]}"
user_9239,User 9239,user9239@example.com,password9239,male,single,stable_increase,100m_to_500m,30m_to_50m,investor,"{""deposits"": [17, 13, 1, 99], ""savings"": [127, 152, 141, 111]}"
user_9240,User 9240,user9240@example.com,password9240,male,married,unstable,below_10m,below_30m,saver,"{""deposits"": [40], ""savings"": [123, 157, 117]}"
user_9241,User 9241,user9241@example.com,password9241,female,single,unstable,10m_to_50m,30m_to_50m,investor,"{""deposits"": [100, 60], ""savings"": [143, 187, 155]}"
user_9242,User 9242,user9242@example.com,password9242,male,married,unstable,500m_to_1b,30m_to_50m,spender,"{""deposits"": [97], ""savings"": [138, 121, 194, 179]}"
user_9243,User 9243,user9243@example.com,password9243,female,single,decreasing,10m_to_50m,above_300m,spender,"{""deposits"": [17, 39, 45, 40], ""savings"": [125, 132, 107]}"
user_9244,User 9244,user9244@example.com,password9244,male,married,stable_increase,below_10m,30m_to_50m,saver,"{""deposits"": [49, 8, 96, 100], ""savings"": [138, 102]}"
user_9245,User 9245,user9245@example.com,password9245,male,married,stable_increase,below_10m,above_300m,saver,"{""deposits"": [], ""savings"": []}"
user_9246,User 9246,user9246@example.com,password9246,female,married,unstable,500m_to_1b,100m_to_300m,spender,"{""deposits"": [100], ""savings"": []}"
user_9247,User 9247,user9247@example.com,password9247,female,married,decreasing,50m_to_100m,70m_to_100m,saver,"{""deposits"": [34, 38], ""savings"": []}"
user_9248,User 9248,user9248@example.com,password9248,male,married,unstable,below_10m,30m_to_50m,saver,"{""deposits"": [20], ""savings"": [173, 105]}"
user_9249,User 9249,user9249@example.com,password9249,female,single,stable_increase,above_1b,below_30m,planner,"{""deposits"": [25, 65], ""savings"": [110, 165]}"
user_9250,User 9250,user9250@example.com,password9250,male,single,unstable,10m_to_50m,below_30m,saver,"{""deposits"": [57], ""savings"": [189]}"
user_9251,User 9251,user9251@example.com,password9251,male,single,stable_increase,500m_to_1b,above_300m,planner,"{""deposits"": [26], ""savings"": []}"
user_9252,User 9252,user9252@example.com,password9252,female,married,decreasing,50m_to_100m,50m_to_70m,investor,"{""deposits"": [12], ""savings"": [148]}"
user_9253,User 9253,user9253@example.com,password9253,female,single,stable_increase,10m_to_50m,above_300m,saver,"{""deposits"": [63, 48], ""savings"": [124, 123, 184]}"
user_9254,User 9254,user9254@example.com,password9254,female,married,stable_increase,500m_to_1b,70m_to_100m,spender,"{""deposits"": [56, 93, 96], ""savings"": []}"
user_9255,User 9255,user9255@example.com,password9255,male,married,decreasing,below_10m,above_300m,investor,"{""deposits"": [74, 41, 45, 62], ""savings"": []}"
user_9256,User 9256,user9256@example.com,password9256,female,single,decreasing,10m_to_50m,30m_to_50m,saver,"{""deposits"": [], ""savings"": [172, 149]}"
user_9257,User 9257,user9257@example.com,password9257,male,married,decreasing,500m_to_1b,50m_to_70m,spender,"{""deposits"": [49, 32, 36], ""savings"": [160]}"
user_9258,User 9258,user9258@example.com,password9258,male,single,stable_increase,below_10m,70m_to_100m,spender,"{""deposits"": [], ""savings"": []}"
user_9259,User 9259,user9259@example.com,password9259,female,married,unstable,500m_to_1b,50m_to_70m,investor,"{""deposits"": [61, 20], ""savings"": [154, 173, 125]}"
user_9260,User 9260,user9260@example.com,password9260,male,single,unstable,above_1b,30m_to_50m,spender,"{""deposits"": [33, 85, 37, 93], ""savings"": [198]}"
user_9261,User 9261,user9261@example.com,password9261,male,married,unstable,above_1b,100m_to_300m,spender,"{""deposits"": [94, 14, 2, 35], ""savings"": [199, 113, 160]}"
user_9262,User 9262,user9262@example.com,password9262,female,single,decreasing,below_10m,above_300m,planner,"{""deposits"": [1, 92, 68], ""savings"": [171, 189, 127]}"
user_9263,User 9263,user9263@example.com,password9263,female,married,decreasing,50m_to_100m,50m_to_70m,saver,"{""deposits"": [92, 93], ""savings"": [102, 105]}"
user_9264,User 9264,user9264@example.com,password9264,male,married,decreasing,below_10m,above_300m,investor,"{""deposits"": [3, 87], ""savings"": [109]}"
user_9265,User 9265,user9265@example.com,password9265,male,married,unstable,10m_to_50m,below_30m,spender,"{""deposits"": [2, 52], ""savings"": [170, 117]}"
user_9266,User 9266,user9266@example.com,password9266,female,single,stable_increase,500m_to_1b,above_300m,investor,"{""deposits"": [30, 51], ""savings"": [129]}"
user_9267,User 9267,user9267@example.com,password9267,male,single,stable_increase,below_10m,above_300m,spender,"{""deposits"": [83, 2], ""savings"": [137, 171, 147, 128]}"
user_9268,User 9268,user9268@example.com,password9268,male,single,decreasing,above_1b,100m_to_300m,saver,"{""deposits"": [], ""savings"": [139]}"
user_9269,User 9269,user9269@example.com,password9269,female,single,unstable,below_10m,70m_to_100m,planner,"{""deposits"": [6, 75, 92, 25], ""savings"": [142, 192, 119, 126]}"
user_9270,User 9270,user9270@example.com,password9270,male,single,decreasing,above_1b,30m_to_50m,saver,"{""deposits"": [75], ""savings"": []}"
user_9271,User 9271,user9271@example.com,password9271,female,single,stable_increase,50m_to_100m,50m_to_70m,investor,"{""deposits"": [], ""savings"": [130]}"
user_9272,User 9272,user9272@example.com,password9272,female,single,stable_increase,10m_to_50m,below_30m,investor,"{""deposits"": [44, 99, 10, 25], ""savings"": [139]}"
user_9273,User 9273,user9273@example.com,password9273,female,single,decreasing,500m_to_1b,30m_to_50m,investor,"{""deposits"": [], ""savings"": [162, 149, 196, 173]}"
user_9274,User 9274,user9274@example.com,password9274,male,married,unstable,50m_to_100m,100m_to_300m,investor,"{""deposits"": [6, 50, 26], ""savings"": [101, 147, 146]}"
user_9275,User 9275,user9275@example.com,password9275,male,single,unstable,100m_to_500m,100m_to_300m,saver,"{""deposits"": [66, 7, 37, 70], ""savings"": [182, 173]}"
user_9276,User 9276,user9276@example.com,password9276,male,married,stable_increase,500m_to_1b,above_300m,planner,"{""deposits"": [66, 18], ""savings"": []}"
user_9277,User 9277,user9277@example.com,password9277,female,married,decreasing,50m_to_100m,50m_to_70m,spender,"{""deposits"": [40], ""savings"": [132]}"
user_9278,User 9278,user9278@example.com,password9278,female,single,unstable,above_1b,50m_to_70m,saver,"{""deposits"": [63, 77, 26], ""savings"": [164, 187]}"
user_9279,User 9279,user9279@example.com,password9279,male,married,unstable,above_1b,50m_to_70m,planner,"{""deposits"": [45, 15], ""savings"": [142, 140, 120, 155]}"
user_9280,User 9280,user9280@example.com,password9280,male,married,unstable,500m_to_1b,below_30m,investor,"{""deposits"": [31, 36, 8, 89], ""savings"": []}"
user_9281,User 9281,user9281@example.com,password9281,female,single,unstable,100m_to_500m,50m_to_70m,planner,"{""deposits"": [36, 39], ""savings"": [103]}"
user_9282,User 9282,user9282@example.com,password9282,male,single,decreasing,500m_to_1b,below_30m,saver,"{""deposits"": [73], ""savings"": [180]}"
user_9283,User 9283,user9283@example.com,password9283,female,single,unstable,50m_to_100m,70m_to_100m,saver,"{""deposits"": [66], ""savings"": [125]}"
user_9284,User 9284,user9284@example.com,password9284,female,married,stable_increase,above_1b,30m_to_50m,spender,"{""deposits"": [18, 79, 3], ""savings"": [135, 169, 159]}"
user_9285,User 9285,user9285@example.com,password9285,male,single,unstable,50m_to_100m,above_300m,spender,"{""deposits"": [49], ""savings"": [126, 185, 189]}"
user_9286,User 9286,user9286@example.com,password9286,male,married,stable_increase,above_1b,30m_to_50m,planner,"{""deposits"": [36, 73], ""savings"": [152]}"
user_9287,User 9287,user9287@example.com,password9287,female,single,decreasing,above_1b,30m_to_50m,saver,"{""deposits"": [], ""savings"": [136, 133, 182]}"
user_9288,User 9288,user9288@example.com,password9288,female,single,decreasing,10m_to_50m,100m_to_300m,investor,"{""deposits"": [13], ""savings"": []}"
user_9289,User 9289,user9289@example.com,password9289,female,married,stable_increase,100m_to_500m,70m_to_100m,spender,"{""deposits"": [80, 1, 68], ""savings"": [132, 137]}"
user_9290,User 9290,user9290@example.com,password9290,male,single,decreasing,10m_to_50m,below_30m,planner,"{""deposits"": [29, 49, 73], ""savings"": []}"
user_9291,User 9291,user9291@example.com,password9291,male,married,stable_increase,500m_to_1b,70m_to_100m,spender,"{""deposits"": [], ""savings"": [108, 170, 163]}"
user_9292,User 9292,user9292@example.com,password9292,male,single,stable_increase,100m_to_500m,50m_to_70m,planner,"{""deposits"": [67, 71, 91, 24], ""savings"": []}"
user_9293,User 9293,user9293@example.com,password9293,male,single,unstable,100m_to_500m,30m_to_50m,investor,"{""deposits"": [], ""savings"": []}"
user_9294,User 9294,user9294@example.com,password9294,male,single,stable_increase,below_10m,above_300m,investor,"{""deposits"": [], ""savings"": []}"
user_9295,User 9295,user9295@example.com,password9295,female,single,decreasing,10m_to_50m,50m_to_70m,spender,"{""deposits"": [], ""savings"": [185, 199]}"
user_9296,User 9296,user9296@example.com,password9296,female,married,unstable,100m_to_500m,100m_to_300m,spender,"{""deposits"": [], ""savings"": [151, 196, 171, 148]}"
user_9297,User 9297,user9297@example.com,password9297,female,married,stable_increase,below_10m,70m_to_100m,spender,"{""deposits"": [35], ""savings"": [129, 156, 113]}"
user_9298,User 9298,user9298@example.com,password9298,female,single,unstable,below_10m,below_30m,spender,"{""deposits"": [], ""savings"": [114, 148, 117, 150]}"
user_9299,User 9299,user9299@example.com,password9299,male,single,decreasing,above_1b,100m_to_300m,saver,"{""deposits"": [35, 54, 27], ""savings"": [162]}"
user_9300,User 9300,user9300@example.com,password9300,female,single,decreasing,above_1b,above_300m,investor,"{""deposits"": [26, 6, 75, 22], ""savings"": [185]}"
user_9301,User 9301,user9301@example.com,password9301,male,married,stable_increase,100m_to_500m,50m_to_70m,saver,"{""deposits"": [65, 26, 23], ""savings"": [171]}"
user_9302,User 9302,user9302@example.com,password9302,female,married,decreasing,500m_to_1b,100m_to_300m,investor,"{""deposits"": [], ""savings"": [105, 167, 179, 157]}"
user_9303,User 9303,user9303@example.com,password9303,female,single,decreasing,10m_to_50m,below_30m,saver,"{""deposits"": [], ""savings"": [136, 127]}"
user_9304,User 9304,user9304@example.com,password9304,male,married,unstable,50m_to_100m,30m_to_50m,saver,"{""deposits"": [91, 69, 61, 6], ""savings"": []}"
user_9305,User 9305,user9305@example.com,password9305,male,married,decreasing,500m_to_1b,below_30m,saver,"{""deposits"": [53], ""savings"": [173]}"
user_9306,User 9306,user9306@example.com,password9306,male,married,decreasing,below_10m,30m_to_50m,planner,"{""deposits"": [24, 15], ""savings"": [170, 155]}"
user_9307,User 9307,user9307@example.com,password9307,female,married,unstable,below_10m,100m_to_300m,saver,"{""deposits"": [], ""savings"": [155, 150, 133]}"
user_9308,User 9308,user9308@example.com,password9308,male,single,decreasing,50m_to_100m,70m_to_100m,saver,"{""deposits"": [], ""savings"": [197, 187, 121]}"
user_9309,User 9309,user9309@example.com,password9309,female,married,unstable,50m_to_100m,50m_to_70m,saver,"{""deposits"": [], ""savings"": [182, 186]}"
user_9310,User 9310,user9310@example.com,password9310,female,married,decreasing,10m_to_50m,30m_to_50m,investor,"{""deposits"": [69, 79, 34, 33], ""savings"": [107]}"
user_9311,User 9311,user9311@example.com,password9311,male,married,unstable,below_10m,70m_to_100m,spender,"{""deposits"": [], ""savings"": []}"
user_9312,User 9312,user9312@example.com,password9312,female,married,stable_increase,10m_to_50m,below_30m,saver,"{""deposits"": [3, 24, 58, 37], ""savings"": [148, 125, 128]}"
user_9313,User 9313,user9313@example.com,password9313,male,single,unstable,below_10m,below_30m,spender,"{""deposits"": [98, 62], ""savings"": []}"
user_9314,User 9314,user9314@example.com,password9314,male,single,stable_increase,100m_to_500m,50m_to_70m,planner,"{""deposits"": [], ""savings"": [128, 193, 133, 195]}"
user_9315,User 9315,user9315@example.com,password9315,male,single,decreasing,below_10m,100m_to_300m,saver,"{""deposits"": [72, 14], ""savings"": [107]}"
user_9316,User 9316,user9316@example.com,password9316,male,married,decreasing,50m_to_100m,100m_to_300m,planner,"{""deposits"": [86, 81, 54, 35], ""savings"": [159]}"
user_9317,User 9317,user9317@example.com,password9317,female,married,decreasing,above_1b,below_30m,investor,"{""deposits"": [58, 68, 72], ""savings"": [112, 154, 128, 163]}"
